customer_id,first_name,last_name,email,signup_date,segment,country
99,Suzanne,Huff,cassandra01@example.org,2025-04-09,vip,Zambia
100,Barbara,Hines,keyemily@example.com,2024-01-27,vip,Maldives
101,Ryan,Olsen,lmoon@example.net,2026-06-15,wholesale,Latvia
102,Mark,Steele,ricky51@example.org,2024-05-29,wholesale,Western Sahara
103,Shawn,Edwards,jcervantes@example.org,2024-07-07,wholesale,Sierra Leone
104,Molly,Murray,ahancock@example.net,2023-09-16,regular,Maldives
105,James,Dunn,cindy77@example.org,2026-04-30,wholesale,Kazakhstan
106,Lauren,Mckinney,omartinez@example.net,2024-06-23,wholesale,American Samoa
107,Stacey,Holland,hdavis@example.com,2024-01-03,wholesale,Venezuela
108,Tina,Sanchez,william46@example.com,2025-03-14,vip,Hungary
109,Michelle,Hill,sandraromero@example.org,2025-11-30,regular,Israel
110,Justin,Evans,sarah84@example.org,2025-04-22,vip,Palestinian Territory
111,Todd,Cook,  CGRIMES@EXAMPLE.NET ,2025-11-01,regular,Honduras
112,John,Reyes,mcantu@example.net,2026-02-11,wholesale,Isle of Man
113,Paul,Alvarado,floresthomas@example.com,2026-01-03,wholesale,Canada
114,Tammy,Rivera,  IHANNA@EXAMPLE.NET ,2023-11-05,wholesale,Tanzania
115,Jennifer,Ortiz,dgarcia@example.org,2025-07-05,vip,Cape Verde
116,Cindy,Sanders,harrisontanya@example.com,2023-10-15,regular,Greenland
117,Paige,Freeman,  OFINLEY@EXAMPLE.NET ,2025-03-02,regular,Niger
118,Wendy,Francis,younggabrielle@example.com,2024-11-05,regular,Bolivia
119,Brandon,Flynn,wallaceheather@example.org,2024-06-04,wholesale,Holy See (Vatican City State)
120,Ashlee,Sparks,hthomas@example.com,2024-01-21,wholesale,Belgium
121,Roberta,Thomas,pharvey@example.com,2024-12-05,regular,Equatorial Guinea
122,Rachel,Byrd,ascott@example.com,2024-01-08,regular,Kenya
123,John,Bruce,,2024-02-22,wholesale,Hungary
124,Michael,Phillips,yrodriguez@example.net,2025-08-23,vip,Angola
125,Kimberly,Beltran,khill@example.net,2026-04-12,regular,Samoa
126,Catherine,Gomez,swall@example.org,2025-06-15,regular,Niger
127,Debbie,Parker,,2024-11-13,vip,Mozambique
128,Julie,Thompson,jessica14@example.com,2023-12-10,vip,Mauritius
129,Robin,Raymond,alyssa42@example.com,2026-06-13,regular,French Polynesia
130,Karen,Perez,linda71@example.org,2025-07-29,vip,Peru
131,Michael,Gibbs,zcoffey@example.net,2023-08-03,vip,Mauritania
132,Jose,James,gibsonemily@example.net,2025-06-17,wholesale,Holy See (Vatican City State)
133,Nicole,Hoffman,leonardthomas@example.net,2026-04-17,regular,Cyprus
134,Kevin,Ortiz,reidsteven@example.net,2023-12-19,regular,Yemen
135,Jimmy,Medina,torrestravis@example.org,2024-09-16,regular,Heard Island and McDonald Islands
136,Nicole,Pena,umatthews@example.org,2026-01-17,wholesale,Nicaragua
137,Hannah,Robinson,rcrosby@example.org,2024-11-17,wholesale,Dominica
138,Michael,Sanders,cory58@example.net,2024-02-12,regular,British Virgin Islands
139,Danielle,Maddox,ndavis@example.net,2023-09-12,regular,Grenada
140,Casey,Hubbard,vanessabuchanan@example.org,2024-03-02,wholesale,Cuba
141,Aaron,Garrison,markhernandez@example.net,2023-12-24,wholesale,Bulgaria
142,Alexis,Tyler,lauren10@example.org,2024-04-04,wholesale,Gibraltar
143,Robert,Wilson,thompsonbrian@example.net,2023-09-26,wholesale,Kiribati
144,Jeffrey,Gilbert,william17@example.net,2025-09-23,vip,United States of America
145,Melanie,Simmons,stephen00@example.com,2023-11-14,vip,Rwanda
146,Charlene,Jones,fjones@example.com,2024-05-15,regular,North Macedonia
147,Shawn,Jacobs,oscar98@example.com,2023-11-04,vip,Reunion
148,Jennifer,Lewis,farrelldebra@example.net,2024-11-24,wholesale,Denmark
149,Robert,Davis,dmorgan@example.com,2024-10-28,regular,Papua New Guinea
150,Christopher,Miller,nicholas27@example.org,2024-11-03,wholesale,Samoa
151,Sue,Hoffman,lisa80@example.net,2025-07-22,vip,Isle of Man
152,Caroline,Bell,morgan60@example.com,2025-04-12,vip,Croatia
153,Michael,Hawkins,dianewalker@example.org,2023-11-21,wholesale,Fiji
154,Christina,Day,lindsaybruce@example.net,2023-08-16,wholesale,Vanuatu
155,Michael,White,anthony44@example.com,2023-12-23,regular,Palestinian Territory
156,Teresa,Davis,vjones@example.net,2025-02-19,wholesale,Honduras
157,Larry,Nguyen,kchavez@example.com,2026-05-15,regular,Nepal
158,Brandon,Miller,  WAREERIC@EXAMPLE.NET ,2024-11-15,vip,Jamaica
159,Jason,Hunt,alawson@example.com,2024-07-31,vip,Bouvet Island (Bouvetoya)
160,Elizabeth,Williams,erika97@example.net,2024-09-24,regular,Netherlands Antilles
161,Katrina,Duran,smithkevin@example.org,2024-05-31,vip,British Indian Ocean Territory (Chagos Archipelago)
162,Omar,Padilla,jimenezryan@example.org,2025-01-17,regular,Syrian Arab Republic
163,Steve,Miller,charles06@example.org,2024-06-26,regular,Japan
164,Darius,Smith,amckinney@example.com,2024-07-08,wholesale,Spain
165,Samuel,Rodriguez,xcollier@example.org,2024-11-07,regular,Iran
166,Jeffrey,Maxwell,fosterkyle@example.com,2023-10-10,regular,North Macedonia
167,Michael,Mullen,schmidtjames@example.com,2025-06-25,wholesale,Cameroon
168,Carrie,Wolf,curtisscott@example.org,2025-07-06,vip,Christmas Island
169,Shane,Glass,kmarshall@example.net,2025-03-28,wholesale,North Macedonia
170,Carlos,Ramos,michelle52@example.com,2024-06-14,vip,Falkland Islands (Malvinas)
171,Shannon,Brown,bellcharles@example.com,2026-01-15,vip,Belarus
172,Betty,Best,gilbertwilliam@example.com,2025-10-05,wholesale,Armenia
173,Jacob,Jacobs,kstout@example.net,2025-01-18,vip,Bahamas
174,Christopher,Lucas,vgarcia@example.net,2023-08-30,regular,Russian Federation
175,Chelsea,Cox,hritter@example.net,2026-04-20,vip,Iceland
176,Brian,Mccoy,rschroeder@example.net,2024-07-19,regular,Greenland
177,Jennifer,Douglas,grantpaul@example.com,2026-04-07,regular,Tunisia
178,Sabrina,Collins,mathewaguilar@example.org,2025-07-07,vip,Panama
179,Kyle,Bennett,tanderson@example.org,2025-12-02,regular,Suriname
180,Wendy,Gaines,elizabethcalderon@example.net,2023-10-29,wholesale,Paraguay
181,Kyle,Bean,,2024-07-27,wholesale,Seychelles
182,Chris,Richard,,2023-11-06,vip,Sierra Leone
183,David,Bennett,stanleynancy@example.net,2024-01-12,vip,Switzerland
184,Erica,Young,jenniferwilliams@example.com,2024-11-16,wholesale,Finland
185,Tammy,Mueller,pyoung@example.com,2026-04-04,vip,Congo
186,Kayla,Strickland,,2025-01-20,vip,Italy
187,Monique,Williams,lisasolis@example.org,2024-12-26,wholesale,Holy See (Vatican City State)
188,Justin,Hines,dawsonzachary@example.org,2024-05-12,regular,United Kingdom
189,Lisa,Wilkerson,mariahdavis@example.org,2026-05-03,vip,Israel
190,Virginia,Brooks,sandersnathaniel@example.com,2023-08-18,regular,Venezuela
191,Devin,Mitchell,combsdebra@example.org,2026-01-13,vip,Qatar
192,Adam,Miller,katherineharrison@example.net,2024-04-24,vip,Syrian Arab Republic
193,Rodney,Parsons,anaacosta@example.net,2024-04-04,vip,British Virgin Islands
194,Stephen,Rodriguez,allendanielle@example.net,2026-04-06,vip,Nepal
195,Douglas,Patterson,chenbailey@example.net,2025-05-22,regular,Dominican Republic
196,Alexandra,Ward,qlopez@example.org,2026-05-28,vip,Mayotte
197,Paul,Brooks,myerstheodore@example.net,2025-10-15,wholesale,Guinea-Bissau
198,Dale,Perkins,,2025-10-25,regular,Burkina Faso
199,Gregory,Maxwell,,2024-12-09,regular,Qatar
200,Bryan,Parsons,zwelch@example.org,2024-12-01,regular,French Polynesia
201,Leslie,Collins,bradleygonzalez@example.org,2024-09-27,wholesale,Suriname
202,James,Kelly,wking@example.net,2025-11-20,wholesale,Tonga
203,Julia,Kline,joshua56@example.com,2024-09-14,regular,Colombia
204,Joseph,Miller,xholt@example.net,2024-10-26,vip,Jersey
205,Mark,Phillips,,2024-11-18,vip,Saint Barthelemy
206,Sergio,Acosta,cjackson@example.com,2026-04-13,vip,Nicaragua
207,Charles,Walsh,yhill@example.org,2024-08-20,regular,Spain
208,Erika,Kim,stephaniethomas@example.net,2023-12-04,regular,Dominica
209,Eric,Cole,michael90@example.net,2024-08-28,wholesale,Kenya
210,Leonard,Ramirez,berryalyssa@example.com,2026-06-05,wholesale,Anguilla
211,David,Hampton,victorhughes@example.net,2025-08-28,vip,Croatia
212,Derek,Jones,heather73@example.org,2024-01-24,wholesale,Rwanda
213,Tammy,Downs,zosborn@example.net,2025-07-19,vip,Russian Federation
214,Melissa,Joseph,piercekelly@example.com,2026-04-30,wholesale,Northern Mariana Islands
215,Tracie,Conner,laurahicks@example.org,2024-04-03,regular,Lithuania
216,Linda,Arnold,wardashley@example.com,2025-05-19,wholesale,Benin
217,Timothy,Jenkins,parkeryvonne@example.net,2024-10-09,wholesale,Morocco
218,Shannon,Frazier,martinezlogan@example.org,2024-07-30,wholesale,Turkey
219,Renee,Brown,katrinaanderson@example.net,2023-12-02,regular,Cape Verde
220,Stacey,Stone,fred53@example.com,2024-05-25,vip,Belgium
221,Colleen,Mendez,james84@example.org,2023-10-29,wholesale,Norway
222,Donna,Le,brittanycarpenter@example.org,2025-05-12,vip,Tajikistan
223,Stacy,Wise,bryananthony@example.org,2024-05-04,regular,Cote d'Ivoire
224,Pamela,Gardner,bmontgomery@example.com,2025-06-21,vip,Gabon
225,Richard,Chavez,zsanchez@example.net,2025-08-11,vip,Cayman Islands
226,Matthew,Thomas,dperry@example.org,2026-02-17,regular,Ghana
227,Anna,Flores,theresa25@example.net,2024-12-11,vip,Ethiopia
228,Kelly,Cruz,gwright@example.org,2025-05-23,vip,Egypt
229,Larry,Hines,lisapeck@example.net,2025-01-15,regular,Malaysia
230,Andrew,Landry,tjimenez@example.com,2025-01-22,wholesale,Dominican Republic
231,Troy,Khan,brandywilliams@example.com,2025-07-05,vip,Latvia
232,Nicole,Luna,amanda16@example.org,2025-11-02,vip,Haiti
233,Michael,Roberts,moralesashley@example.org,2024-09-14,vip,Korea
234,David,Davis,marcia99@example.org,2024-08-31,vip,Guadeloupe
235,Richard,Williams,kari39@example.net,2023-08-30,vip,Rwanda
236,Catherine,Robertson,linda87@example.org,2024-07-12,wholesale,New Zealand
237,Matthew,Clayton,francisco94@example.net,2025-02-21,vip,Russian Federation
238,Emily,Whitney,thomas05@example.com,2025-04-18,wholesale,South Africa
239,Krista,Parsons,carlsonjoseph@example.net,2025-04-12,regular,Saint Helena
240,Jennifer,Hampton,silvageorge@example.net,2024-09-07,vip,Swaziland
241,James,Alexander,  ANTHONYVAUGHAN@EXAMPLE.ORG ,2024-10-19,vip,Isle of Man
242,Monique,Fitzgerald,  ROBERTHAMPTON@EXAMPLE.COM ,2023-09-25,vip,Burundi
243,Alicia,Edwards,annbolton@example.com,2024-01-24,vip,United States Minor Outlying Islands
244,James,Wright,,2025-03-21,vip,Czech Republic
245,Timothy,Castro,kellie37@example.com,2026-05-08,regular,Saint Helena
246,Paula,Foster,keith98@example.com,2024-07-31,vip,Sierra Leone
247,Christian,Bradshaw,kellyroberts@example.net,2025-07-06,vip,San Marino
248,Sarah,Horton,  ILEWIS@EXAMPLE.COM ,2023-12-16,regular,Nicaragua
249,Jeremiah,Hall,johnsantiago@example.net,2023-11-05,vip,Greenland
250,Adam,Pierce,xgarcia@example.org,2026-05-02,wholesale,Ireland
251,Manuel,Brewer,mwoods@example.com,2026-04-09,wholesale,Benin
252,Robin,Thompson,amandasharp@example.org,2026-03-11,vip,Christmas Island
253,Jacob,Curry,osbornrandy@example.com,2026-03-01,wholesale,French Guiana
254,Sarah,Rogers,smithashley@example.org,2024-11-27,wholesale,Norway
255,Taylor,Lee,  ISMALL@EXAMPLE.NET ,2023-11-19,regular,Central African Republic
256,Alexis,Rogers,twong@example.org,2024-06-06,regular,Peru
257,Margaret,Robertson,gregorychase@example.com,2023-10-22,regular,Paraguay
258,Shari,Smith,lopezdonald@example.com,2024-09-11,regular,Kiribati
259,Ashley,Green,stephanie49@example.net,2024-08-16,vip,Dominica
260,Richard,Shaw,contrerassteven@example.org,2026-03-26,wholesale,Romania
261,Jeffrey,Bernard,hannah45@example.net,2024-12-24,regular,Korea
262,Laurie,Petersen,robert87@example.net,2025-10-30,wholesale,Pitcairn Islands
263,Christian,Elliott,foxallison@example.com,2023-09-24,regular,Mexico
264,Melissa,Ramos,ashleyhernandez@example.com,2025-08-02,wholesale,Saint Barthelemy
265,Lindsey,Chavez,gdavis@example.com,2025-01-31,regular,Korea
266,Jennifer,Foster,  HANSENEMILY@EXAMPLE.COM ,2025-12-29,vip,Samoa
267,Isabella,Weaver,bethwilliams@example.com,2023-09-23,vip,Uganda
268,Robert,Mack,andersenthomas@example.com,2025-11-04,vip,Saint Lucia
269,Molly,Knox,ybrooks@example.com,2024-09-02,wholesale,Pitcairn Islands
270,Victoria,Long,desireebailey@example.org,2023-12-05,wholesale,Czech Republic
271,Emily,Stephens,  AVILATIFFANY@EXAMPLE.COM ,2025-02-20,vip,Swaziland
272,Jacob,Golden,,2025-11-03,regular,Antigua and Barbuda
273,Jamie,Garcia,bmendez@example.org,2023-08-24,wholesale,Netherlands Antilles
274,Jimmy,Robinson,,2026-02-19,wholesale,Azerbaijan
275,Barbara,Ray,williamroberts@example.net,2025-11-11,regular,Svalbard & Jan Mayen Islands
276,Robert,Hill,joel28@example.org,2025-03-20,vip,Nauru
277,Brandon,Cooper,conniesimmons@example.com,2025-06-23,wholesale,Hong Kong
278,Nicholas,Webster,heather62@example.com,2024-12-18,vip,Thailand
279,Robin,Hart,kevinzimmerman@example.com,2026-06-13,wholesale,Moldova
280,Deborah,Nielsen,paulscott@example.com,2026-02-01,vip,Bermuda
281,Carrie,Russo,brettbennett@example.net,2024-02-10,vip,Senegal
282,Kevin,Stout,timothybooth@example.com,2024-03-07,vip,Comoros
283,Heather,Padilla,burgesskaren@example.org,2024-09-25,regular,Dominican Republic
284,Deborah,Parker,kimberly67@example.net,2024-08-16,wholesale,Turkmenistan
285,Terrance,Franco,,2026-04-16,wholesale,Heard Island and McDonald Islands
286,Dustin,Green,robert93@example.net,2026-05-08,wholesale,Mozambique
287,Jerry,Hudson,mphillips@example.com,2024-04-13,wholesale,Mexico
288,Gary,Norton,jonathan77@example.com,2024-01-20,vip,Saint Helena
289,Susan,Warren,iwhite@example.net,2026-01-23,vip,Belarus
290,Jesse,Mann,duranrobert@example.net,2023-07-29,regular,Madagascar
291,Elizabeth,Jensen,nbrooks@example.net,2024-12-29,regular,Libyan Arab Jamahiriya
292,Alvin,Bowen,smithandrea@example.org,2025-02-25,regular,France
293,Linda,Browning,shawheidi@example.com,2023-11-13,regular,Bhutan
294,Lisa,Adams,johnharvey@example.com,2024-09-25,regular,Holy See (Vatican City State)
295,Jeremiah,Sutton,pstevens@example.net,2026-02-02,wholesale,Palau
296,Thomas,Walsh,davisnicholas@example.net,2025-08-27,vip,Belize
297,Ariel,Hodge,pbruce@example.com,2023-10-31,wholesale,Marshall Islands
298,Paige,Alvarez,hallrachel@example.net,2023-09-08,wholesale,Belarus
299,Sarah,Edwards,rachel90@example.org,2026-06-06,regular,Namibia
300,Sarah,Evans,karenmarquez@example.com,2025-03-28,vip,Montenegro
301,Patrick,Singh,irhodes@example.com,2025-12-01,vip,Portugal
302,Connor,Hall,masonterri@example.org,2023-10-10,vip,Netherlands
303,Cynthia,Bowers,unovak@example.org,2024-11-23,wholesale,Denmark
304,Erin,Guerrero,angela66@example.org,2023-10-20,wholesale,Niger
305,Eric,Dawson,lauren11@example.com,2025-06-12,wholesale,Saint Vincent and the Grenadines
306,Adam,Parker,gstewart@example.org,2024-08-16,regular,Faroe Islands
307,Angela,Hunt,andersonjacob@example.com,2023-11-09,vip,Benin
308,Michelle,Smith,angela99@example.com,2024-10-14,regular,Slovakia (Slovak Republic)
309,Ashley,Jackson,hardyanita@example.org,2024-09-08,vip,Burundi
310,Gary,Hill,kevin72@example.org,2024-06-11,wholesale,Slovenia
311,Colleen,Wheeler,wardsheryl@example.net,2024-02-18,regular,Botswana
312,Meagan,James,kevinrush@example.com,2026-02-17,vip,Kazakhstan
313,Malik,Valentine,ryan92@example.com,2024-02-24,vip,Germany
314,Jessica,Chen,tamaranovak@example.com,2026-06-13,regular,Slovenia
315,Michael,Frederick,markramirez@example.com,2024-02-22,wholesale,Mayotte
316,Steven,Erickson,erinpierce@example.net,2024-11-10,vip,French Guiana
317,Emily,Taylor,fuenteslaura@example.com,2024-06-14,wholesale,El Salvador
318,Shane,Harper,jennifermccormick@example.org,2025-04-17,wholesale,Martinique
319,Jacqueline,Burnett,ystephens@example.com,2025-04-29,vip,United States Virgin Islands
320,Michael,Holland,rodriguezjohn@example.net,2023-09-05,vip,Oman
321,Daniel,Garcia,,2024-03-18,regular,San Marino
322,Brianna,Mason,seanmyers@example.net,2024-07-31,vip,Anguilla
323,Darren,Shepard,agarcia@example.org,2023-12-21,vip,Georgia
324,Michael,Davis,stanley38@example.com,2025-09-17,wholesale,Korea
325,Melinda,Wong,carlos01@example.org,2025-07-30,wholesale,Chad
326,Anita,Mullen,,2024-03-29,vip,Iraq
327,Anthony,Mendez,jacobsandoval@example.com,2024-02-20,vip,Nauru
328,Jamie,Goodwin,tprice@example.org,2025-12-21,vip,Bahrain
329,Mark,Ellis,lloydamanda@example.com,2024-05-01,regular,Tokelau
330,Candice,Carr,orose@example.com,2025-04-22,vip,Guernsey
331,Janice,Evans,megan92@example.net,2025-05-22,wholesale,Belize
332,Isaac,Steele,lawrenceallen@example.org,2025-01-28,vip,Italy
333,Cynthia,Steele,baileyhenderson@example.com,2025-06-25,vip,China
334,Megan,Harvey,tracytaylor@example.com,2026-02-21,regular,Zambia
335,Tamara,Wagner,  WASHINGTONJAMES@EXAMPLE.COM ,2025-01-11,wholesale,Poland
336,Gary,Cunningham,cperry@example.com,2025-12-07,wholesale,Cyprus
337,Gary,Ellis,antonio38@example.com,2025-10-09,regular,Seychelles
338,Danny,Hampton,hdunn@example.net,2026-01-06,regular,Haiti
339,Veronica,Garcia,wolfscott@example.org,2026-01-13,wholesale,Sao Tome and Principe
340,Jose,Atkins,kennethkidd@example.com,2023-10-22,regular,Tonga
341,Brianna,Bell,rowejoel@example.net,2025-09-04,vip,Norfolk Island
342,Lisa,Trujillo,  IMARTIN@EXAMPLE.ORG ,2025-04-03,wholesale,Martinique
343,Kelly,Armstrong,candice25@example.net,2026-05-27,wholesale,Malaysia
344,Samantha,Riddle,taylorkaren@example.com,2026-02-23,vip,Brunei Darussalam
345,Kathleen,Lowe,johndawson@example.org,2025-01-05,vip,Morocco
346,Cynthia,Beard,courtney67@example.org,2023-10-29,vip,Malaysia
347,Mark,Smith,heather57@example.com,2025-11-13,wholesale,Saint Martin
348,Heidi,Horn,simonstephen@example.net,2025-12-07,regular,Indonesia
349,Joseph,Clayton,tammysummers@example.com,2024-07-23,vip,Morocco
350,Patricia,Farmer,,2023-09-07,vip,Niue
351,Stephen,Braun,ksmith@example.com,2024-10-29,vip,Portugal
352,Clarence,Ward,nicoleturner@example.com,2023-10-17,regular,Papua New Guinea
353,Holly,Young,brettgarrett@example.net,2025-07-06,vip,Romania
354,Brittney,Stone,smiththomas@example.org,2024-11-17,regular,Algeria
355,Chad,Reyes,lisa62@example.com,2025-09-26,vip,Bosnia and Herzegovina
356,Patrick,Li,edwardsnicole@example.org,2026-03-03,vip,Norway
357,Debra,Alexander,caseyelliott@example.net,2025-09-17,regular,Niue
358,Michelle,Miller,samanthajensen@example.com,2023-11-06,wholesale,Sao Tome and Principe
359,Leonard,Taylor,lawrencepatrick@example.com,2024-05-17,wholesale,Belize
360,Justin,Pugh,angelagreene@example.net,2023-08-17,regular,Tanzania
361,Julie,Phillips,jamie98@example.org,2023-09-16,vip,Ukraine
